year_film,year_ceremony,ceremony,category,name,film,winner
1956,1957,29,SHORT SUBJECT (Cartoon),Gerald McBoing-Boing on Planet Moo,Gerald McBoing-Boing on Planet Moo,False
1956,1957,29,SHORT SUBJECT (Cartoon),The Jaywalker,The Jaywalker,False
1956,1957,29,SHORT SUBJECT (Cartoon),Mister Magoo's Puddle Jumper,Mister Magoo's Puddle Jumper,True
1956,1957,29,SHORT SUBJECT (One-reel),Crashing the Water Barrier,Crashing the Water Barrier,True
1956,1957,29,SHORT SUBJECT (One-reel),I Never Forget a Face,I Never Forget a Face,False
1956,1957,29,SHORT SUBJECT (One-reel),Time Stood Still,Time Stood Still,False
1956,1957,29,SHORT SUBJECT (Two-reel),The Bespoke Overcoat,The Bespoke Overcoat,True
1956,1957,29,SHORT SUBJECT (Two-reel),Cow Dog,Cow Dog,False
1956,1957,29,SHORT SUBJECT (Two-reel),The Dark Wave,The Dark Wave,False
1956,1957,29,SHORT SUBJECT (Two-reel),Samoa,Samoa,False
1956,1957,29,SOUND RECORDING,The Brave One,The Brave One,False
1956,1957,29,SOUND RECORDING,The Eddy Duchin Story,The Eddy Duchin Story,False
1956,1957,29,SOUND RECORDING,Friendly Persuasion,Friendly Persuasion,False
1956,1957,29,SOUND RECORDING,The King and I,The King and I,True
1956,1957,29,SOUND RECORDING,The Ten Commandments,The Ten Commandments,False
1956,1957,29,SPECIAL EFFECTS,Forbidden Planet,Forbidden Planet,False
1956,1957,29,SPECIAL EFFECTS,The Ten Commandments,The Ten Commandments,True
1956,1957,29,WRITING (Motion Picture Story),The Brave One,The Brave One,True
1956,1957,29,WRITING (Motion Picture Story),The Eddy Duchin Story,The Eddy Duchin Story,False
1956,1957,29,WRITING (Motion Picture Story),High Society,High Society,False
1956,1957,29,WRITING (Motion Picture Story),The Proud and the Beautiful,The Proud and the Beautiful,False
1956,1957,29,WRITING (Motion Picture Story),Umberto D.,Umberto D.,False
1956,1957,29,WRITING (Screenplay--Adapted),Around the World in 80 Days,Around the World in 80 Days,True
1956,1957,29,WRITING (Screenplay--Adapted),Baby Doll,Baby Doll,False
1956,1957,29,WRITING (Screenplay--Adapted),Friendly Persuasion,Friendly Persuasion,False
1956,1957,29,WRITING (Screenplay--Adapted),Giant,Giant,False
1956,1957,29,WRITING (Screenplay--Adapted),Lust for Life,Lust for Life,False
1956,1957,29,WRITING (Screenplay--Original),The Bold and the Brave,The Bold and the Brave,False
1956,1957,29,WRITING (Screenplay--Original),Julie,Julie,False
1956,1957,29,WRITING (Screenplay--Original),La Strada,La Strada,False
1956,1957,29,WRITING (Screenplay--Original),The Ladykillers,The Ladykillers,False
1956,1957,29,WRITING (Screenplay--Original),The Red Balloon,The Red Balloon,True
1956,1957,29,JEAN HERSHOLT HUMANITARIAN AWARD,Y. Frank Freeman,,True
1956,1957,29,HONORARY AWARD, Eddie Cantor for distinguished service to the film industry.,,True
1956,1957,29,IRVING G. THALBERG MEMORIAL AWARD,Buddy Adler,,True
1957,1958,30,ACTOR,Marlon Brando,Sayonara,False
1957,1958,30,ACTOR,Anthony Franciosa,A Hatful of Rain,False
1957,1958,30,ACTOR,Alec Guinness,The Bridge on the River Kwai,True
1957,1958,30,ACTOR,Charles Laughton,Witness for the Prosecution,False
1957,1958,30,ACTOR,Anthony Quinn,Wild Is the Wind,False
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Red Buttons,Sayonara,True
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Vittorio De Sica,A Farewell to Arms,False
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Sessue Hayakawa,The Bridge on the River Kwai,False
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Peyton Place,False
1957,1958,30,ACTOR IN A SUPPORTING ROLE,Russ Tamblyn,Peyton Place,False
1957,1958,30,ACTRESS,Deborah Kerr,"Heaven Knows, Mr. Allison",False
1957,1958,30,ACTRESS,Anna Magnani,Wild Is the Wind,False
1957,1958,30,ACTRESS,Elizabeth Taylor,Raintree County,False
1957,1958,30,ACTRESS,Lana Turner,Peyton Place,False
1957,1958,30,ACTRESS,Joanne Woodward,The Three Faces of Eve,True
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Carolyn Jones,The Bachelor Party,False
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Witness for the Prosecution,False
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Hope Lange,Peyton Place,False
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Miyoshi Umeki,Sayonara,True
1957,1958,30,ACTRESS IN A SUPPORTING ROLE,Diane Varsi,Peyton Place,False
1957,1958,30,ART DIRECTION,Funny Face,Funny Face,False
1957,1958,30,ART DIRECTION,Les Girls,Les Girls,False
1957,1958,30,ART DIRECTION,Pal Joey,Pal Joey,False
1957,1958,30,ART DIRECTION,Raintree County,Raintree County,False
1957,1958,30,ART DIRECTION,Sayonara,Sayonara,True
1957,1958,30,CINEMATOGRAPHY,An Affair to Remember,An Affair to Remember,False
1957,1958,30,CINEMATOGRAPHY,The Bridge on the River Kwai,The Bridge on the River Kwai,True
1957,1958,30,CINEMATOGRAPHY,Funny Face,Funny Face,False
1957,1958,30,CINEMATOGRAPHY,Peyton Place,Peyton Place,False
1957,1958,30,CINEMATOGRAPHY,Sayonara,Sayonara,False
1957,1958,30,COSTUME DESIGN,An Affair to Remember,An Affair to Remember,False
1957,1958,30,COSTUME DESIGN,Funny Face,Funny Face,False
1957,1958,30,COSTUME DESIGN,Les Girls,Les Girls,True
1957,1958,30,COSTUME DESIGN,Pal Joey,Pal Joey,False
1957,1958,30,COSTUME DESIGN,Raintree County,Raintree County,False
1957,1958,30,DIRECTING,The Bridge on the River Kwai,The Bridge on the River Kwai,True
1957,1958,30,DIRECTING,Peyton Place,Peyton Place,False
1957,1958,30,DIRECTING,Sayonara,Sayonara,False
1957,1958,30,DIRECTING,12 Angry Men,12 Angry Men,False
1957,1958,30,DIRECTING,Witness for the Prosecution,Witness for the Prosecution,False
1957,1958,30,DOCUMENTARY (Feature),Albert Schweitzer,Albert Schweitzer,True
1957,1958,30,DOCUMENTARY (Feature),On the Bowery,On the Bowery,False
1957,1958,30,DOCUMENTARY (Feature),Torero!,Torero!,False
1957,1958,30,FILM EDITING,The Bridge on the River Kwai,The Bridge on the River Kwai,True
1957,1958,30,FILM EDITING,Gunfight at the O.K. Corral,Gunfight at the O.K. Corral,False
1957,1958,30,FILM EDITING,Pal Joey,Pal Joey,False
1957,1958,30,FILM EDITING,Sayonara,Sayonara,False
1957,1958,30,FILM EDITING,Witness for the Prosecution,Witness for the Prosecution,False
1957,1958,30,FOREIGN LANGUAGE FILM,The Devil Came at Night,The Devil Came at Night,False
1957,1958,30,FOREIGN LANGUAGE FILM,Gates of Paris,Gates of Paris,False
1957,1958,30,FOREIGN LANGUAGE FILM,Mother India,Mother India,False
1957,1958,30,FOREIGN LANGUAGE FILM,The Nights of Cabiria,The Nights of Cabiria,True
1957,1958,30,FOREIGN LANGUAGE FILM,Nine Lives,Nine Lives,False
1957,1958,30,MUSIC (Scoring),An Affair to Remember,An Affair to Remember,False
1957,1958,30,MUSIC (Scoring),Boy on a Dolphin,Boy on a Dolphin,False
1957,1958,30,MUSIC (Scoring),The Bridge on the River Kwai,The Bridge on the River Kwai,True
1957,1958,30,MUSIC (Scoring),Perri,Perri,False
1957,1958,30,MUSIC (Scoring),Raintree County,Raintree County,False
1957,1958,30,MUSIC (Song),An Affair to Remember,An Affair to Remember,False
1957,1958,30,MUSIC (Song),The Joker Is Wild,The Joker Is Wild,True
1957,1958,30,MUSIC (Song),April Love,April Love,False
1957,1958,30,MUSIC (Song),Tammy and the Bachelor,Tammy and the Bachelor,False
1957,1958,30,MUSIC (Song),Wild Is the Wind,Wild Is the Wind,False
1957,1958,30,BEST MOTION PICTURE,The Bridge on the River Kwai,The Bridge on the River Kwai,True
1957,1958,30,BEST MOTION PICTURE,Peyton Place,Peyton Place,False
1957,1958,30,BEST MOTION PICTURE,Sayonara,Sayonara,False
1957,1958,30,BEST MOTION PICTURE,12 Angry Men,12 Angry Men,False
1957,1958,30,BEST MOTION PICTURE,Witness for the Prosecution,Witness for the Prosecution,False
1957,1958,30,SHORT SUBJECT (Cartoon),Birds Anonymous,Birds Anonymous,True
1957,1958,30,SHORT SUBJECT (Cartoon),One Droopy Knight,One Droopy Knight,False
1957,1958,30,SHORT SUBJECT (Cartoon),Tabasco Road,Tabasco Road,False
1957,1958,30,SHORT SUBJECT (Cartoon),Trees and Jamaica Daddy,Trees and Jamaica Daddy,False
1957,1958,30,SHORT SUBJECT (Cartoon),The Truth about Mother Goose,The Truth about Mother Goose,False
1957,1958,30,SHORT SUBJECT (Live Action),A Chairy Tale,A Chairy Tale,False
1957,1958,30,SHORT SUBJECT (Live Action),City of Gold,City of Gold,False
1957,1958,30,SHORT SUBJECT (Live Action),Foothold on Antarctica,Foothold on Antarctica,False
1957,1958,30,SHORT SUBJECT (Live Action),Portugal,Portugal,False
1957,1958,30,SHORT SUBJECT (Live Action),The Wetback Hound,The Wetback Hound,True
1957,1958,30,SOUND RECORDING,Gunfight at the O.K. Corral,Gunfight at the O.K. Corral,False
1957,1958,30,SOUND RECORDING,Les Girls,Les Girls,False
1957,1958,30,SOUND RECORDING,Pal Joey,Pal Joey,False
1957,1958,30,SOUND RECORDING,Sayonara,Sayonara,True
1957,1958,30,SOUND RECORDING,Witness for the Prosecution,Witness for the Prosecution,False
1957,1958,30,SPECIAL EFFECTS,The Enemy Below,The Enemy Below,True
1957,1958,30,SPECIAL EFFECTS,The Spirit of St. Louis,The Spirit of St. Louis,False
1957,1958,30,WRITING (Screenplay--based on material from another medium),The Bridge on the River Kwai,The Bridge on the River Kwai,True
1957,1958,30,WRITING (Screenplay--based on material from another medium),"Heaven Knows, Mr. Allison","Heaven Knows, Mr. Allison",False
1957,1958,30,WRITING (Screenplay--based on material from another medium),Peyton Place,Peyton Place,False
1957,1958,30,WRITING (Screenplay--based on material from another medium),Sayonara,Sayonara,False
1957,1958,30,WRITING (Screenplay--based on material from another medium),12 Angry Men,12 Angry Men,False
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),Designing Woman,Designing Woman,True
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),Funny Face,Funny Face,False
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),Man of a Thousand Faces,Man of a Thousand Faces,False
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),The Tin Star,The Tin Star,False
1957,1958,30,WRITING (Story and Screenplay--written directly for the screen),Vitelloni,Vitelloni,False
1957,1958,30,JEAN HERSHOLT HUMANITARIAN AWARD,Samuel Goldwyn,,True
1957,1958,30,HONORARY AWARD, Charles Brackett for outstanding service to the Academy.,,True
1957,1958,30,HONORARY AWARD, B.B. Kahane for distinguished service to the motion picture industry.,,True
1957,1958,30,HONORARY AWARD," Gilbert M. (""Broncho Billy"") Anderson",,True
1957,1958,30,HONORARY AWARD, The Society of Motion Picture and Television Engineers for their contributions to the advancement of the motion picture industry.,,True
1958,1959,31,ACTOR,Tony Curtis,The Defiant Ones,False
1958,1959,31,ACTOR,Paul Newman,Cat on a Hot Tin Roof,False
1958,1959,31,ACTOR,David Niven,Separate Tables,True
1958,1959,31,ACTOR,Sidney Poitier,The Defiant Ones,False
1958,1959,31,ACTOR,Spencer Tracy,The Old Man and the Sea,False
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Theodore Bikel,The Defiant Ones,False
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Lee J. Cobb,The Brothers Karamazov,False
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Burl Ives,The Big Country,True
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Some Came Running,False
1958,1959,31,ACTOR IN A SUPPORTING ROLE,Gig Young,Teacher's Pet,False
1958,1959,31,ACTRESS,Susan Hayward,I Want to Live!,True
1958,1959,31,ACTRESS,Deborah Kerr,Separate Tables,False
1958,1959,31,ACTRESS,Shirley MacLaine,Some Came Running,False
1958,1959,31,ACTRESS,Rosalind Russell,Auntie Mame,False
1958,1959,31,ACTRESS,Elizabeth Taylor,Cat on a Hot Tin Roof,False
1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Peggy Cass,Auntie Mame,False
1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Wendy Hiller,Separate Tables,True
1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Martha Hyer,Some Came Running,False
1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Lonelyhearts,False
1958,1959,31,ACTRESS IN A SUPPORTING ROLE,Cara Williams,The Defiant Ones,False
1958,1959,31,ART DIRECTION,Auntie Mame,Auntie Mame,False
1958,1959,31,ART DIRECTION,"Bell, Book and Candle","Bell, Book and Candle",False
1958,1959,31,ART DIRECTION,A Certain Smile,A Certain Smile,False
1958,1959,31,ART DIRECTION,Gigi,Gigi,True
1958,1959,31,ART DIRECTION,Vertigo,Vertigo,False
1958,1959,31,CINEMATOGRAPHY (Black-and-White),The Defiant Ones,The Defiant Ones,True
1958,1959,31,CINEMATOGRAPHY (Black-and-White),Desire under the Elms,Desire under the Elms,False
1958,1959,31,CINEMATOGRAPHY (Black-and-White),I Want to Live!,I Want to Live!,False
1958,1959,31,CINEMATOGRAPHY (Black-and-White),Separate Tables,Separate Tables,False
1958,1959,31,CINEMATOGRAPHY (Black-and-White),The Young Lions,The Young Lions,False
1958,1959,31,CINEMATOGRAPHY (Color),Auntie Mame,Auntie Mame,False
1958,1959,31,CINEMATOGRAPHY (Color),Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,False
1958,1959,31,CINEMATOGRAPHY (Color),Gigi,Gigi,True
1958,1959,31,CINEMATOGRAPHY (Color),The Old Man and the Sea,The Old Man and the Sea,False
1958,1959,31,CINEMATOGRAPHY (Color),South Pacific,South Pacific,False
1958,1959,31,COSTUME DESIGN,"Bell, Book and Candle","Bell, Book and Candle",False
1958,1959,31,COSTUME DESIGN,The Buccaneer,The Buccaneer,False
1958,1959,31,COSTUME DESIGN,A Certain Smile,A Certain Smile,False
1958,1959,31,COSTUME DESIGN,Gigi,Gigi,True
1958,1959,31,COSTUME DESIGN,Some Came Running,Some Came Running,False
1958,1959,31,DIRECTING,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,False
1958,1959,31,DIRECTING,The Defiant Ones,The Defiant Ones,False
1958,1959,31,DIRECTING,Gigi,Gigi,True
1958,1959,31,DIRECTING,I Want to Live!,I Want to Live!,False
1958,1959,31,DIRECTING,The Inn of the Sixth Happiness,The Inn of the Sixth Happiness,False
1958,1959,31,DOCUMENTARY (Feature),Antarctic Crossing,Antarctic Crossing,False
1958,1959,31,DOCUMENTARY (Feature),The Hidden World,The Hidden World,False
1958,1959,31,DOCUMENTARY (Feature),Psychiatric Nursing,Psychiatric Nursing,False
1958,1959,31,DOCUMENTARY (Feature),White Wilderness,White Wilderness,True
1958,1959,31,DOCUMENTARY (Short Subject),Ama Girls,Ama Girls,True
1958,1959,31,DOCUMENTARY (Short Subject),Employees Only,Employees Only,False
1958,1959,31,DOCUMENTARY (Short Subject),Journey into Spring,Journey into Spring,False
1958,1959,31,DOCUMENTARY (Short Subject),The Living Stone,The Living Stone,False
1958,1959,31,DOCUMENTARY (Short Subject),Overture,Overture,False
1958,1959,31,FILM EDITING,Auntie Mame,Auntie Mame,False
1958,1959,31,FILM EDITING,Cowboy,Cowboy,False
1958,1959,31,FILM EDITING,The Defiant Ones,The Defiant Ones,False
1958,1959,31,FILM EDITING,Gigi,Gigi,True
1958,1959,31,FILM EDITING,I Want to Live!,I Want to Live!,False
1958,1959,31,FOREIGN LANGUAGE FILM,Arms and the Man,Arms and the Man,False
1958,1959,31,FOREIGN LANGUAGE FILM,La Venganza,La Venganza,False
1958,1959,31,FOREIGN LANGUAGE FILM,My Uncle,My Uncle,True
1958,1959,31,FOREIGN LANGUAGE FILM,The Road a Year Long,The Road a Year Long,False
1958,1959,31,FOREIGN LANGUAGE FILM,The Usual Unidentified Thieves,The Usual Unidentified Thieves,False
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),The Big Country,The Big Country,False
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),The Old Man and the Sea,The Old Man and the Sea,True
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),Separate Tables,Separate Tables,False
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),White Wilderness,White Wilderness,False
1958,1959,31,MUSIC (Music Score of a Dramatic or Comedy Picture),The Young Lions,The Young Lions,False
1958,1959,31,MUSIC (Scoring of a Musical Picture),The Bolshoi Ballet,The Bolshoi Ballet,False
1958,1959,31,MUSIC (Scoring of a Musical Picture),Damn Yankees,Damn Yankees,False
1958,1959,31,MUSIC (Scoring of a Musical Picture),Gigi,Gigi,True
1958,1959,31,MUSIC (Scoring of a Musical Picture),Mardi Gras,Mardi Gras,False
1958,1959,31,MUSIC (Scoring of a Musical Picture),South Pacific,South Pacific,False
1958,1959,31,MUSIC (Song),Houseboat,Houseboat,False
1958,1959,31,MUSIC (Song),A Certain Smile,A Certain Smile,False
1958,1959,31,MUSIC (Song),Gigi,Gigi,True
1958,1959,31,MUSIC (Song),Some Came Running,Some Came Running,False
1958,1959,31,MUSIC (Song),Marjorie Morningstar,Marjorie Morningstar,False
1958,1959,31,BEST MOTION PICTURE,Auntie Mame,Auntie Mame,False
1958,1959,31,BEST MOTION PICTURE,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,False
1958,1959,31,BEST MOTION PICTURE,The Defiant Ones,The Defiant Ones,False
1958,1959,31,BEST MOTION PICTURE,Gigi,Gigi,True
1958,1959,31,BEST MOTION PICTURE,Separate Tables,Separate Tables,False
1958,1959,31,SHORT SUBJECT (Cartoon),Knighty Knight Bugs,Knighty Knight Bugs,True
1958,1959,31,SHORT SUBJECT (Cartoon),Paul Bunyan,Paul Bunyan,False
1958,1959,31,SHORT SUBJECT (Cartoon),Sidney's Family Tree,Sidney's Family Tree,False
1958,1959,31,SHORT SUBJECT (Live Action),Grand Canyon,Grand Canyon,True
1958,1959,31,SHORT SUBJECT (Live Action),Journey into Spring,Journey into Spring,False
1958,1959,31,SHORT SUBJECT (Live Action),The Kiss,The Kiss,False
1958,1959,31,SHORT SUBJECT (Live Action),Snows of Aorangi,Snows of Aorangi,False
1958,1959,31,SHORT SUBJECT (Live Action),T Is for Tumbleweed,T Is for Tumbleweed,False
1958,1959,31,SOUND,I Want to Live!,I Want to Live!,False
1958,1959,31,SOUND,South Pacific,South Pacific,True
1958,1959,31,SOUND,A Time to Love and a Time to Die,A Time to Love and a Time to Die,False
1958,1959,31,SOUND,Vertigo,Vertigo,False
1958,1959,31,SOUND,The Young Lions,The Young Lions,False
1958,1959,31,SPECIAL EFFECTS,tom thumb,tom thumb,True
1958,1959,31,SPECIAL EFFECTS,Torpedo Run,Torpedo Run,False
1958,1959,31,WRITING (Screenplay--based on material from another medium),Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,False
1958,1959,31,WRITING (Screenplay--based on material from another medium),Gigi,Gigi,True
1958,1959,31,WRITING (Screenplay--based on material from another medium),The Horse's Mouth,The Horse's Mouth,False
1958,1959,31,WRITING (Screenplay--based on material from another medium),I Want to Live!,I Want to Live!,False
1958,1959,31,WRITING (Screenplay--based on material from another medium),Separate Tables,Separate Tables,False
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),The Defiant Ones,The Defiant Ones,True
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),The Goddess,The Goddess,False
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),Houseboat,Houseboat,False
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),The Sheepman,The Sheepman,False
1958,1959,31,WRITING (Story and Screenplay--written directly for the screen),Teacher's Pet,Teacher's Pet,False
1958,1959,31,HONORARY AWARD, Maurice Chevalier for his contributions to the world of entertainment for more than half a century.,,True
1958,1959,31,IRVING G. THALBERG MEMORIAL AWARD,Jack L. Warner,,True
1959,1960,32,ACTOR,Laurence Harvey,Room at the Top,False
1959,1960,32,ACTOR,Charlton Heston,Ben-Hur,True
1959,1960,32,ACTOR,Jack Lemmon,Some Like It Hot,False
1959,1960,32,ACTOR,Paul Muni,The Last Angry Man,False
1959,1960,32,ACTOR,James Stewart,Anatomy of a Murder,False
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Hugh Griffith,Ben-Hur,True
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Arthur O'Connell,Anatomy of a Murder,False
1959,1960,32,ACTOR IN A SUPPORTING ROLE,George C. Scott,Anatomy of a Murder,False
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Robert Vaughn,The Young Philadelphians,False
1959,1960,32,ACTOR IN A SUPPORTING ROLE,Ed Wynn,The Diary of Anne Frank,False
1959,1960,32,ACTRESS,Doris Day,Pillow Talk,False
1959,1960,32,ACTRESS,Audrey Hepburn,The Nun's Story,False
1959,1960,32,ACTRESS,Katharine Hepburn,"Suddenly, Last Summer",False
1959,1960,32,ACTRESS,Simone Signoret,Room at the Top,True
1959,1960,32,ACTRESS,Elizabeth Taylor,"Suddenly, Last Summer",False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Hermione Baddeley,Room at the Top,False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Susan Kohner,Imitation of Life,False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Juanita Moore,Imitation of Life,False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pillow Talk,False
1959,1960,32,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Diary of Anne Frank,True
1959,1960,32,ART DIRECTION (Black-and-White),Career,Career,False
1959,1960,32,ART DIRECTION (Black-and-White),The Diary of Anne Frank,The Diary of Anne Frank,True
1959,1960,32,ART DIRECTION (Black-and-White),The Last Angry Man,The Last Angry Man,False
1959,1960,32,ART DIRECTION (Black-and-White),Some Like It Hot,Some Like It Hot,False
1959,1960,32,ART DIRECTION (Black-and-White),"Suddenly, Last Summer","Suddenly, Last Summer",False
1959,1960,32,ART DIRECTION (Color),Ben-Hur,Ben-Hur,True
1959,1960,32,ART DIRECTION (Color),The Big Fisherman,The Big Fisherman,False
1959,1960,32,ART DIRECTION (Color),Journey to the Center of the Earth,Journey to the Center of the Earth,False
1959,1960,32,ART DIRECTION (Color),North by Northwest,North by Northwest,False
1959,1960,32,ART DIRECTION (Color),Pillow Talk,Pillow Talk,False
1959,1960,32,CINEMATOGRAPHY (Black-and-White),Anatomy of a Murder,Anatomy of a Murder,False
1959,1960,32,CINEMATOGRAPHY (Black-and-White),Career,Career,False
1959,1960,32,CINEMATOGRAPHY (Black-and-White),The Diary of Anne Frank,The Diary of Anne Frank,True
1959,1960,32,CINEMATOGRAPHY (Black-and-White),Some Like It Hot,Some Like It Hot,False
1959,1960,32,CINEMATOGRAPHY (Black-and-White),The Young Philadelphians,The Young Philadelphians,False
1959,1960,32,CINEMATOGRAPHY (Color),Ben-Hur,Ben-Hur,True
1959,1960,32,CINEMATOGRAPHY (Color),The Big Fisherman,The Big Fisherman,False
1959,1960,32,CINEMATOGRAPHY (Color),The Five Pennies,The Five Pennies,False
1959,1960,32,CINEMATOGRAPHY (Color),The Nun's Story,The Nun's Story,False
1959,1960,32,CINEMATOGRAPHY (Color),Porgy and Bess,Porgy and Bess,False
1959,1960,32,COSTUME DESIGN (Black-and-White),Career,Career,False
1959,1960,32,COSTUME DESIGN (Black-and-White),The Diary of Anne Frank,The Diary of Anne Frank,False
1959,1960,32,COSTUME DESIGN (Black-and-White),The Gazebo,The Gazebo,False
1959,1960,32,COSTUME DESIGN (Black-and-White),Some Like It Hot,Some Like It Hot,True
1959,1960,32,COSTUME DESIGN (Black-and-White),The Young Philadelphians,The Young Philadelphians,False
1959,1960,32,COSTUME DESIGN (Color),Ben-Hur,Ben-Hur,True
1959,1960,32,COSTUME DESIGN (Color),The Best of Everything,The Best of Everything,False
1959,1960,32,COSTUME DESIGN (Color),The Big Fisherman,The Big Fisherman,False
1959,1960,32,COSTUME DESIGN (Color),The Five Pennies,The Five Pennies,False
1959,1960,32,COSTUME DESIGN (Color),Porgy and Bess,Porgy and Bess,False
1959,1960,32,DIRECTING,Ben-Hur,Ben-Hur,True
1959,1960,32,DIRECTING,The Diary of Anne Frank,The Diary of Anne Frank,False
1959,1960,32,DIRECTING,The Nun's Story,The Nun's Story,False
1959,1960,32,DIRECTING,Room at the Top,Room at the Top,False
1959,1960,32,DIRECTING,Some Like It Hot,Some Like It Hot,False
1959,1960,32,DOCUMENTARY (Feature),The Race for Space,The Race for Space,False
1959,1960,32,DOCUMENTARY (Feature),Serengeti Shall Not Die,Serengeti Shall Not Die,True
1959,1960,32,DOCUMENTARY (Short Subject),Donald in Mathmagic Land,Donald in Mathmagic Land,False
1959,1960,32,DOCUMENTARY (Short Subject),From Generation to Generation,From Generation to Generation,False
1959,1960,32,DOCUMENTARY (Short Subject),Glass,Glass,True
1959,1960,32,FILM EDITING,Anatomy of a Murder,Anatomy of a Murder,False
1959,1960,32,FILM EDITING,Ben-Hur,Ben-Hur,True
1959,1960,32,FILM EDITING,North by Northwest,North by Northwest,False
1959,1960,32,FILM EDITING,The Nun's Story,The Nun's Story,False
1959,1960,32,FILM EDITING,On the Beach,On the Beach,False
1959,1960,32,FOREIGN LANGUAGE FILM,Black Orpheus,Black Orpheus,True
1959,1960,32,FOREIGN LANGUAGE FILM,The Bridge,The Bridge,False
1959,1960,32,FOREIGN LANGUAGE FILM,The Great War,The Great War,False
1959,1960,32,FOREIGN LANGUAGE FILM,Paw,Paw,False
1959,1960,32,FOREIGN LANGUAGE FILM,The Village on the River,The Village on the River,False
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Ben-Hur,Ben-Hur,True
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),The Diary of Anne Frank,The Diary of Anne Frank,False
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),The Nun's Story,The Nun's Story,False
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),On the Beach,On the Beach,False
1959,1960,32,MUSIC (Music Score of a Dramatic or Comedy Picture),Pillow Talk,Pillow Talk,False
1959,1960,32,MUSIC (Scoring of a Musical Picture),The Five Pennies,The Five Pennies,False
1959,1960,32,MUSIC (Scoring of a Musical Picture),Li'l Abner,Li'l Abner,False
1959,1960,32,MUSIC (Scoring of a Musical Picture),Porgy and Bess,Porgy and Bess,True
1959,1960,32,MUSIC (Scoring of a Musical Picture),Say One for Me,Say One for Me,False
1959,1960,32,MUSIC (Scoring of a Musical Picture),Sleeping Beauty,Sleeping Beauty,False
1959,1960,32,MUSIC (Song),The Best of Everything,The Best of Everything,False
1959,1960,32,MUSIC (Song),The Five Pennies,The Five Pennies,False
1959,1960,32,MUSIC (Song),The Hanging Tree,The Hanging Tree,False
1959,1960,32,MUSIC (Song),A Hole in the Head,A Hole in the Head,True
1959,1960,32,MUSIC (Song),The Young Land,The Young Land,False
1959,1960,32,BEST MOTION PICTURE,Anatomy of a Murder,Anatomy of a Murder,False
1959,1960,32,BEST MOTION PICTURE,Ben-Hur,Ben-Hur,True
1959,1960,32,BEST MOTION PICTURE,The Diary of Anne Frank,The Diary of Anne Frank,False
1959,1960,32,BEST MOTION PICTURE,The Nun's Story,The Nun's Story,False
1959,1960,32,BEST MOTION PICTURE,Room at the Top,Room at the Top,False
1959,1960,32,SHORT SUBJECT (Cartoon),Mexicali Shmoes,Mexicali Shmoes,False
